CustomerId,Surname,Geography,Gender,Age,CreditScore,Balance,NumOfProducts,IsActiveMember,Exited,ChurnProbability,PredictedChurn,RiskBand
15647091,Endrizzi,Germany,Male,19,725,75888.2,1,0,0,0.0679,0,Low Risk
15623944,T'ien,Spain,Female,66,511,0.0,1,0,1,0.9409,1,Critical Risk
15804771,Velazquez,France,Male,51,614,40685.92,1,1,0,0.4808,1,High Risk
15651280,Hunter,Germany,Male,35,742,136857.0,1,0,0,0.4987,1,High Risk
15773469,Clark,Germany,Female,27,687,152328.88,2,0,0,0.0592,0,Low Risk
15702014,Jeffrey,Spain,Male,33,555,56084.69,2,0,0,0.0274,0,Low Risk
15751208,Pirozzi,Spain,Male,56,684,78707.16,1,1,0,0.2153,0,Moderate Risk
15592461,Jackson,Germany,Male,26,603,109166.37,1,1,0,0.1516,0,Low Risk
15789484,Hammond,Germany,Female,36,751,169831.46,2,1,0,0.0569,0,Low Risk
15696061,Brownless,Germany,Female,34,581,101633.04,1,0,0,0.434,1,High Risk
15641582,Chibugo,Germany,Male,43,735,123180.01,2,1,0,0.0505,0,Low Risk
15638424,Glauert,Germany,Female,35,661,150725.53,2,1,0,0.052,0,Low Risk
15755648,Pisano,France,Female,21,675,98373.26,1,0,0,0.0593,0,Low Risk
15703793,Konovalova,Germany,Male,58,738,133745.44,4,0,1,1.0,1,Critical Risk
15620344,McKee,France,Male,29,813,0.0,1,0,0,0.1784,0,Low Risk
15812518,Palermo,Spain,Female,37,657,163607.18,1,1,0,0.0649,0,Low Risk
15779052,Ballard,Germany,Female,25,604,157780.84,2,1,0,0.0254,0,Low Risk
15770811,Wallace,France,Male,36,519,0.0,2,1,0,0.0251,0,Low Risk
15780961,Cavenagh,France,Female,21,735,178718.19,2,0,0,0.0684,0,Low Risk
15614049,Hu,France,Male,55,664,0.0,2,1,0,0.0873,0,Low Risk
15662085,Read,France,Female,32,678,0.0,1,1,0,0.1485,0,Low Risk
15575185,Bushell,Spain,Male,33,757,77253.22,1,1,0,0.0561,0,Low Risk
15803136,Postle,Germany,Female,41,416,122189.66,2,0,0,0.2909,1,Moderate Risk
15706021,Buley,France,Female,34,665,96645.54,2,0,0,0.0565,0,Low Risk
15663706,Leonard,France,Female,32,777,0.0,1,0,1,0.3346,1,Moderate Risk
15641732,Mills,France,Female,36,543,0.0,2,0,0,0.0269,0,Low Risk
15701164,Onyeorulu,France,Female,34,506,90307.62,1,1,0,0.0724,0,Low Risk
15738751,Beit,France,Female,46,493,0.0,2,0,0,0.1561,0,Low Risk
15805254,Ndukaku,Spain,Female,75,652,0.0,2,1,0,0.0062,0,Low Risk
15762418,Gant,Spain,Male,22,750,121681.82,1,0,1,0.1854,0,Low Risk
15625759,Rowley,France,Male,30,729,0.0,2,0,0,0.0136,0,Low Risk
15622897,Sharpe,France,Female,46,646,0.0,3,0,1,0.9725,1,Critical Risk
15767954,Osborne,Germany,Female,28,635,81623.67,2,1,0,0.0308,0,Low Risk
15757535,Heap,Spain,Female,44,647,0.0,3,1,1,0.9673,1,Critical Risk
15731511,Ritchie,France,Male,45,808,118626.55,2,0,0,0.2356,0,Moderate Risk
15809248,Cole,France,Female,36,524,0.0,2,0,0,0.0572,0,Low Risk
15640635,Capon,France,Male,29,769,0.0,2,1,0,0.0062,0,Low Risk
15676966,Capon,Spain,Male,42,730,0.0,2,1,0,0.0179,0,Low Risk
15699461,Fiorentini,Spain,Male,35,515,176273.95,1,1,0,0.0248,0,Low Risk
15738721,Graham,Spain,Male,41,773,102827.44,1,1,0,0.046,0,Low Risk
15693683,Yuille,Germany,Male,29,814,97086.4,2,1,0,0.0,0,Low Risk
15604348,Allard,Spain,Male,22,710,0.0,2,0,0,0.0101,0,Low Risk
15633059,Fanucci,France,Male,34,413,0.0,2,0,0,0.0062,0,Low Risk
15808582,Fu,France,Female,40,665,0.0,1,1,0,0.4271,1,High Risk
15743192,Hung,France,Female,44,623,0.0,2,0,0,0.0896,0,Low Risk
15580146,Hung,France,Male,31,738,82674.15,1,0,0,0.0446,0,Low Risk
15776605,Bradley,Spain,Male,36,528,0.0,2,0,0,0.0262,0,Low Risk
15804919,Dunbabin,Spain,Female,65,670,0.0,1,1,1,0.3856,1,Moderate Risk
15613854,Mauldon,Spain,Female,46,622,107073.27,2,1,1,0.1928,0,Low Risk
15599195,Stiger,Germany,Male,32,582,88938.62,1,1,0,0.0667,0,Low Risk
15812878,Parsons,Germany,Female,36,785,99806.85,1,1,0,0.3016,1,Moderate Risk
15602312,Walkom,Spain,Male,33,605,150092.8,1,0,0,0.1539,0,Low Risk
15744689,T'ang,Germany,Male,35,479,92833.89,1,0,1,0.2506,0,Moderate Risk
15803526,Eremenko,Germany,Male,30,685,90536.81,1,1,0,0.0684,0,Low Risk
15665790,Rowntree,Germany,Male,39,538,108055.1,2,0,0,0.2394,0,Moderate Risk
15715951,Thorpe,France,Male,42,562,100238.35,1,0,0,0.1346,0,Low Risk
15591100,Chiemela,Spain,Male,36,675,106190.55,1,1,0,0.0462,0,Low Risk
15609618,Fanucci,Germany,Male,28,721,154475.54,2,1,1,0.0219,0,Low Risk
15675522,Ko,Germany,Female,30,628,132351.29,2,1,0,0.0645,0,Low Risk
15705512,Welch,Germany,Female,37,668,167864.4,1,0,0,0.4489,1,High Risk
15698028,Duncan,France,Female,41,506,0.0,2,0,0,0.0645,0,Low Risk
15661670,Chidozie,Germany,Female,31,524,107818.63,1,0,1,0.5904,1,High Risk
15600781,Wu,Germany,Male,34,699,185173.81,2,0,0,0.0511,0,Low Risk
15682472,Culbreth,France,Male,34,828,129433.34,2,0,0,0.0352,0,Low Risk
15580203,Kennedy,Spain,Male,39,674,120193.42,1,0,0,0.2924,1,Moderate Risk
15690673,Cameron,France,Female,39,656,0.0,2,0,0,0.0609,0,Low Risk
15760085,Calabresi,Germany,Female,48,684,126384.42,1,1,0,0.6421,1,High Risk
15779659,Zetticci,France,Female,28,625,0.0,1,0,0,0.2876,1,Moderate Risk
15627360,Fuller,France,Male,42,432,152603.45,1,0,1,0.3017,1,Moderate Risk
15671137,MacDonald,France,Female,52,549,0.0,1,1,1,0.8647,1,Critical Risk
15782688,Piccio,Germany,Male,56,625,148507.24,1,0,1,0.9767,1,Critical Risk
15575492,Kennedy,France,Female,41,828,0.0,2,0,0,0.0585,0,Low Risk
15591607,Fernie,France,Male,24,770,101827.07,1,0,0,0.0577,0,Low Risk
15740404,He,France,Female,34,758,0.0,2,1,0,0.0254,0,Low Risk
15718369,Kaodilinakachukwu,Germany,Female,33,795,130862.43,1,1,0,0.3463,1,Moderate Risk
15677871,Cocci,France,Male,38,687,122570.87,1,1,0,0.0609,0,Low Risk
15642004,Alekseeva,France,Male,25,686,0.0,2,1,0,0.0,0,Low Risk
15712543,Chinweike,Germany,Male,39,789,124828.46,2,1,0,0.0661,0,Low Risk
15584518,Arthur,Germany,Female,50,589,144895.05,2,1,0,0.3793,1,Moderate Risk
15802381,Li,Germany,Female,34,461,63663.93,1,1,0,0.1575,0,Low Risk
15610156,Ma,France,Male,40,637,133463.1,1,1,0,0.0953,0,Low Risk
15594408,Chia,Spain,Female,48,584,213146.2,1,0,1,0.9698,1,Critical Risk
15640905,Vasin,Spain,Female,35,579,129490.36,2,1,1,0.043,0,Low Risk
15698932,Groves,Germany,Male,44,756,137452.09,1,0,0,0.5913,1,High Risk
15724944,Tien,France,Male,34,663,0.0,2,1,0,0.0062,0,Low Risk
15628145,Forwood,France,Female,43,682,125851.93,1,1,0,0.2466,0,Moderate Risk
15713483,Greeves,Spain,Male,52,793,0.0,1,0,1,0.9606,1,Critical Risk
15612350,Taylor,France,Female,31,691,40915.55,1,0,1,0.4604,1,High Risk
15800703,Madukwe,Spain,Female,21,485,113157.22,1,1,0,0.0403,0,Low Risk
15705707,Bennelong,Spain,Female,29,635,138296.94,2,0,0,0.0856,0,Low Risk
15754105,Olisanugo,France,Male,37,650,106967.18,1,0,0,0.1034,0,Low Risk
15703264,Chukwufumnanya,France,Male,44,735,120681.63,1,0,0,0.2972,1,Moderate Risk
15794413,Harris,France,Male,32,416,0.0,2,1,0,0.0,0,Low Risk
15650237,Morgan,Spain,Female,32,754,0.0,2,0,0,0.0274,0,Low Risk
15759618,Alexeeva,France,Female,48,535,0.0,1,0,1,0.9736,1,Critical Risk
15811589,Metcalfe,Spain,Male,42,716,0.0,2,0,0,0.0433,0,Low Risk
15689044,Humphries,France,Male,37,539,127609.59,1,0,0,0.13,0,Low Risk
15709368,Milne,France,Female,43,614,0.0,2,1,0,0.0449,0,Low Risk
15679145,Chou,Spain,Male,57,706,0.0,1,0,1,0.9677,1,Critical Risk
15655007,Li,France,Female,33,758,0.0,2,0,0,0.0274,0,Low Risk
15623595,Clayton,Spain,Female,28,586,0.0,2,1,0,0.0124,0,Low Risk
15589975,Maclean,France,Female,73,646,97259.25,1,1,0,0.0582,0,Low Risk
15804017,Chigolum,Germany,Female,33,631,123246.7,1,0,0,0.4734,1,High Risk
15692132,Wilkinson,Spain,Female,22,717,101060.25,1,1,0,0.0532,0,Low Risk
15641122,Wei,France,Male,30,684,0.0,2,0,0,0.0124,0,Low Risk
15630910,Treacy,France,Female,49,800,108007.36,1,0,0,0.6778,1,Critical Risk
15680772,Hu,Spain,Female,36,721,0.0,2,1,0,0.0254,0,Low Risk
15658929,Taverner,Spain,Male,29,683,133702.89,1,0,1,0.2096,0,Moderate Risk
15585388,Sherman,Germany,Male,31,660,125189.75,2,1,0,0.0403,0,Low Risk
15724623,Taubman,Germany,Female,24,704,113034.22,1,0,1,0.4413,1,High Risk
15588537,Robinson,Spain,Female,41,615,109013.23,1,0,0,0.3323,1,Moderate Risk
15574692,Pinto,Spain,Female,39,667,0.0,2,0,1,0.055,0,Low Risk
15611325,Wood,Germany,Male,24,682,57929.81,2,0,0,0.0124,0,Low Risk
15587562,Hawkins,France,Female,29,484,130114.39,1,0,0,0.1485,0,Low Risk
15613172,Sun,Germany,Male,27,628,95826.49,2,0,0,0.0471,0,Low Risk
15651022,Yost,Germany,Male,44,480,129608.57,1,0,1,0.7536,1,Critical Risk
15586310,Ting,France,Male,30,578,169462.09,1,0,0,0.1304,0,Low Risk
15625524,Rowe,France,Male,40,512,0.0,2,1,0,0.0159,0,Low Risk
15755209,Fu,Spain,Female,35,484,133868.21,1,1,0,0.0476,0,Low Risk
15645248,Ho,France,Female,30,510,0.0,2,1,0,0.0221,0,Low Risk
15790355,Okechukwu,Germany,Male,36,606,190479.48,2,0,0,0.0572,0,Low Risk
15762615,Campbell,Spain,Female,40,597,101993.12,1,1,0,0.0994,0,Low Risk
15625426,Ashbolt,Germany,Female,55,754,161608.81,1,0,1,0.9764,1,Critical Risk
15716334,Rozier,Spain,Female,45,850,122311.21,1,1,0,0.1178,0,Low Risk
15789669,Hsia,France,Male,65,510,0.0,2,1,0,0.0136,0,Low Risk
15621075,Ogbonnaya,Germany,Female,45,778,162150.42,2,0,0,0.4794,1,High Risk
15810845,T'ang,France,Male,42,636,0.0,2,1,0,0.0167,0,Low Risk
15719377,Cocci,France,Female,50,804,0.0,1,1,1,0.7077,1,Critical Risk
15654506,Chang,France,Male,32,514,0.0,2,0,0,0.0124,0,Low Risk
15771977,T'ao,France,Female,39,730,99010.67,1,0,0,0.3383,1,Moderate Risk
15708710,Ford,Spain,Female,37,525,0.0,1,1,0,0.2305,0,Moderate Risk
15726676,Marshall,Spain,Male,30,616,0.0,2,1,0,0.0062,0,Low Risk
15587421,Tsai,Germany,Female,34,687,111388.18,2,0,0,0.2069,0,Moderate Risk
15726931,Onwumelu,France,Female,41,715,56214.85,2,0,1,0.1704,0,Low Risk
15771086,Graham,France,Female,36,512,84327.77,2,0,0,0.0645,0,Low Risk
15756850,Golovanov,France,Male,40,479,0.0,2,0,0,0.0221,0,Low Risk
15702741,Potts,France,Male,32,601,93012.89,1,0,0,0.0585,0,Low Risk
15679200,Crawford,Spain,Male,29,580,61710.44,2,0,0,0.0221,0,Low Risk
15594815,Aleshire,France,Male,35,807,174790.15,1,1,0,0.0274,0,Low Risk
15635905,Moran,Spain,Female,32,616,0.0,2,1,0,0.0159,0,Low Risk
15777892,Samsonova,Germany,Male,37,721,107720.64,1,1,0,0.2729,1,Moderate Risk
15656176,Jenkins,France,Male,57,501,0.0,2,1,0,0.1162,0,Low Risk
15811127,Volkov,France,Male,35,521,96423.84,1,0,0,0.0898,0,Low Risk
15604482,Chiemezie,Spain,Male,30,850,141040.01,1,1,0,0.0144,0,Low Risk
15622911,Jude,France,Male,42,759,105420.18,1,1,0,0.1419,0,Low Risk
15600974,He,Spain,Male,50,516,0.0,1,1,1,0.6556,1,Critical Risk
15727868,Onuora,France,Female,38,711,129022.06,2,1,1,0.0822,0,Low Risk
15627801,Ginikanwa,Spain,Male,33,512,176666.62,1,0,0,0.1314,0,Low Risk
15773039,Ku,France,Male,37,550,0.0,1,1,0,0.1649,0,Low Risk
15755262,McDonald,Spain,Female,41,608,89763.84,1,0,1,0.3,1,Moderate Risk
15679531,Collins,France,Male,34,618,134954.53,1,1,0,0.0609,0,Low Risk
15684181,Hackett,France,Male,45,643,0.0,1,0,1,0.7992,1,Critical Risk
15612087,Dike,France,Male,45,671,106376.85,1,1,0,0.3047,1,Moderate Risk
15752047,Trevisano,Germany,Male,33,689,161814.64,2,0,0,0.0343,0,Low Risk
15624592,Tan,France,Male,31,603,0.0,2,1,0,0.0101,0,Low Risk
15573152,Glassman,France,Female,41,620,0.0,2,0,0,0.078,0,Low Risk
15594917,Miller,France,Female,34,676,63095.01,1,1,0,0.0566,0,Low Risk
15785542,Kornilova,Germany,Male,26,572,118287.01,2,0,0,0.0701,0,Low Risk
15723488,Watson,Germany,Male,47,668,106854.21,1,1,1,0.726,1,Critical Risk
15680920,Marchesi,France,Male,46,695,49512.55,1,0,0,0.7157,1,Critical Risk
15786308,Millar,Spain,Female,33,730,0.0,2,0,0,0.0305,0,Low Risk
15659366,Shih,France,Male,43,807,105799.32,2,0,1,0.1,0,Low Risk
15774854,Fuller,France,Male,54,592,0.0,1,1,1,0.587,1,High Risk
15725311,Hay,France,Female,31,726,114722.05,2,1,0,0.0419,0,Low Risk
15787155,Yang,Spain,Male,30,514,0.0,1,1,0,0.0644,0,Low Risk
15727829,McIntyre,France,Male,42,567,0.0,2,1,0,0.0159,0,Low Risk
15733247,Stevenson,France,Male,33,850,0.0,1,0,1,0.0397,0,Low Risk
15568748,Poole,Germany,Male,45,671,99564.22,1,1,1,0.5468,1,High Risk
15699029,Bagley,France,Male,37,670,170557.91,2,0,0,0.0592,0,Low Risk
15774393,Ch'ien,France,Female,30,694,0.0,2,1,0,0.0159,0,Low Risk
15676895,Cattaneo,Germany,Female,39,547,74596.15,3,1,1,0.9739,1,Critical Risk
15637753,O'Sullivan,Germany,Male,50,751,96888.39,1,0,1,0.908,1,Critical Risk
15605461,Lucas,Germany,Female,29,594,130830.22,1,0,0,0.4199,1,High Risk
15808473,Ringrose,France,Male,72,673,0.0,2,1,0,0.0062,0,Low Risk
15627000,Freeman,France,Male,40,610,0.0,2,0,0,0.0465,0,Low Risk
15787174,Sergeyev,France,Female,37,512,0.0,2,1,0,0.0419,0,Low Risk
15723886,Fiore,Germany,Male,20,767,119714.25,2,1,0,0.0359,0,Low Risk
15704769,Smith,France,Female,67,585,113978.97,2,1,0,0.152,0,Low Risk
15772896,Dumetochukwu,Germany,Male,42,763,100160.75,1,0,1,0.7212,1,Critical Risk
15711540,Pacheco,France,Female,29,712,0.0,1,1,0,0.1584,0,Low Risk
15764866,Synnot,Germany,Female,43,539,116220.5,3,0,1,0.9968,1,Critical Risk
15794056,Johnston,France,Female,46,668,0.0,3,0,1,0.9736,1,Critical Risk
15795149,Stevens,France,Male,28,703,81173.83,2,1,0,0.0124,0,Low Risk
15812009,Grant,Spain,Male,38,662,0.0,2,0,0,0.0282,0,Low Risk
15651001,Tsao,Germany,Female,39,725,116803.8,1,0,0,0.7926,1,Critical Risk
15813844,Barnes,France,Male,37,703,105961.68,2,1,0,0.0305,0,Low Risk
15596175,McIntosh,Germany,Male,67,659,117411.6,1,1,1,0.3697,1,Moderate Risk
15576269,Madison,Spain,Male,34,523,0.0,2,0,0,0.0124,0,Low Risk
15797219,Ifesinachi,France,Female,40,635,123497.58,1,0,1,0.3705,1,Moderate Risk
15685500,Glazkov,Germany,Male,26,772,152400.51,2,0,0,0.0476,0,Low Risk
15599792,Dimauro,France,Female,26,545,0.0,2,1,0,0.0062,0,Low Risk
15657566,Wieck,Germany,Male,24,634,103097.85,1,1,0,0.1327,0,Low Risk
15772423,Liao,Germany,Male,54,739,126418.14,1,0,1,0.9946,1,Critical Risk
15628112,Hughes,Germany,Female,36,771,77846.9,1,0,0,0.3603,1,Moderate Risk
15753754,Morrison,Spain,Female,34,587,0.0,2,1,0,0.0124,0,Low Risk
15793726,Matveyeva,France,Female,79,681,0.0,2,1,0,0.0097,0,Low Risk
15694717,Ku,Germany,Male,37,544,79731.91,1,1,0,0.1145,0,Low Risk
15665834,Cheatham,Spain,Male,28,696,0.0,1,0,0,0.1165,0,Low Risk
15765297,Yao,Spain,Male,41,766,0.0,2,1,0,0.0219,0,Low Risk
15636684,Kirkland,France,Male,34,727,0.0,2,1,0,0.0124,0,Low Risk
15592979,Rose,Germany,Female,34,671,37266.67,2,0,0,0.0452,0,Low Risk
15750803,Jess,France,Female,30,693,127992.25,1,1,0,0.0842,0,Low Risk
15607178,Welch,Germany,Male,38,850,54901.01,1,1,0,0.0567,0,Low Risk
15713853,Ifeajuna,Germany,Male,42,732,108748.08,2,1,0,0.1034,0,Low Risk
15673481,Morton,Spain,Female,48,726,99906.19,1,0,0,0.6952,1,Critical Risk
15686776,Rossi,France,Female,32,557,184686.41,2,0,0,0.1113,0,Low Risk
15673693,Reppert,France,Female,26,682,110654.02,1,1,0,0.046,0,Low Risk
15700696,Kang,Spain,Male,31,738,79019.8,1,1,0,0.0221,0,Low Risk
15813163,Ch'iu,Spain,Female,36,531,99240.51,1,0,0,0.2189,0,Moderate Risk
15653857,Wallis,France,Male,34,498,0.0,2,1,0,0.0101,0,Low Risk
15777076,Clark,France,Male,36,651,0.0,2,0,0,0.0219,0,Low Risk
15717398,Fielding,Spain,Female,39,549,0.0,1,0,1,0.5405,1,High Risk
15799217,Zetticci,Germany,Female,35,791,52436.2,1,0,0,0.3486,1,Moderate Risk
15787071,Dulhunty,Spain,Male,41,650,0.0,2,1,0,0.0136,0,Low Risk
15619955,Bevington,Germany,Male,34,733,100337.96,3,0,1,0.9621,1,Critical Risk
15796505,Boyle,Germany,Female,34,811,149297.19,2,1,0,0.0124,0,Low Risk
15725166,Newton,France,Male,30,707,0.0,2,0,0,0.0124,0,Low Risk
15800116,Bowman,Germany,Male,28,712,145605.44,1,1,0,0.1271,0,Low Risk
15758685,Dubinina,Spain,Female,37,706,0.0,2,1,0,0.0254,0,Low Risk
15694456,Toscani,France,Male,62,756,0.0,1,1,1,0.4004,1,High Risk
15767339,Chiazagomekpere,France,Female,53,777,0.0,2,0,0,0.6485,1,High Risk
15683562,Allen,France,Male,35,646,84026.86,1,1,0,0.1139,0,Low Risk
15782210,K'ung,France,Male,46,714,0.0,1,0,1,0.8168,1,Critical Risk
15668893,Wilsmore,France,Male,39,782,0.0,2,1,0,0.0159,0,Low Risk
15669169,Hargreaves,Spain,Male,29,775,0.0,2,1,0,0.0,0,Low Risk
15643024,Huang,Germany,Male,35,479,138718.92,1,1,1,0.2721,0,Moderate Risk
15699389,Ch'ien,France,Male,42,807,118274.71,1,1,0,0.1305,0,Low Risk
15708608,Wallwork,France,Female,22,799,174185.98,2,1,0,0.0475,0,Low Risk
15626144,Chu,France,Male,40,675,113208.86,2,0,0,0.0855,0,Low Risk
15573112,Kang,Spain,Male,29,602,103907.28,1,0,0,0.1516,0,Low Risk
15790678,Davidson,France,Female,32,475,119023.28,1,0,0,0.0999,0,Low Risk
15727556,O'Donnell,Spain,Female,26,744,166297.89,1,1,0,0.0649,0,Low Risk
15697307,Nnachetam,Spain,Male,34,588,0.0,2,0,0,0.0101,0,Low Risk
15652266,Chidiebele,Germany,Male,42,703,63227.0,1,1,0,0.2352,0,Moderate Risk
15607098,Ahmed,Spain,Female,41,747,94521.17,2,0,0,0.0661,0,Low Risk
15655774,Booth,France,Male,27,583,0.0,2,0,0,0.0124,0,Low Risk
15590241,Chuang,Spain,Female,34,750,112822.26,1,0,1,0.2548,0,Moderate Risk
15785819,Shao,France,Male,38,681,0.0,2,1,0,0.0124,0,Low Risk
15723654,Tsao,France,Male,25,773,135903.33,1,0,0,0.0609,0,Low Risk
15774510,Tien,France,Female,31,714,125169.26,1,1,0,0.0701,0,Low Risk
15684173,Chang,Spain,Female,44,687,0.0,3,0,1,0.9649,1,Critical Risk
15650068,Johnson,France,Male,58,511,149117.31,1,1,0,0.2455,0,Moderate Risk
15811490,French,France,Male,33,627,0.0,2,1,0,0.0062,0,Low Risk
15803976,Efremov,France,Female,31,694,0.0,2,0,0,0.0403,0,Low Risk
15682541,Hartley,Spain,Female,36,616,132311.71,1,0,0,0.2173,0,Moderate Risk
15695699,Calabrese,France,Male,35,687,0.0,2,0,0,0.0124,0,Low Risk
15624188,Chiu,France,Female,33,712,0.0,2,1,0,0.0274,0,Low Risk
15812191,Brennan,France,Male,33,553,118082.89,1,0,0,0.0701,0,Low Risk
15636673,Onwuatuegwu,France,Male,31,667,119266.69,1,1,0,0.0311,0,Low Risk
15594898,Hewitt,France,Male,43,731,0.0,1,1,1,0.2162,0,Moderate Risk
15660211,Shih,Germany,Male,35,629,156847.29,2,0,0,0.0668,0,Low Risk
15773972,Balashov,France,Male,50,614,137104.47,1,0,1,0.8763,1,Critical Risk
15746726,Doyle,Germany,Male,31,438,78398.69,1,0,0,0.0994,0,Low Risk
15712287,Pokrovskii,France,Female,80,652,0.0,2,1,0,0.0062,0,Low Risk
15702919,Collins,Germany,Male,30,729,63669.42,1,0,0,0.1,0,Low Risk
15674398,Russo,France,Male,38,642,0.0,2,0,0,0.0254,0,Low Risk
15797960,Skinner,Germany,Female,59,806,135296.33,1,0,0,0.9426,1,Critical Risk
15631868,Robertson,Spain,Male,36,744,153804.44,1,1,0,0.046,0,Low Risk
15581539,Atkinson,Spain,Male,37,474,0.0,2,0,0,0.0124,0,Low Risk
15662736,Doyle,France,Male,49,559,147069.78,1,0,1,0.751,1,Critical Risk
15666252,Ritchie,Spain,Male,42,706,0.0,2,1,0,0.0097,0,Low Risk
15677512,McEncroe,Spain,Female,22,628,0.0,1,0,0,0.2674,0,Moderate Risk
15626114,Pearson,France,Male,24,429,95741.75,1,0,0,0.0576,0,Low Risk
15810834,Gordon,Spain,Female,57,525,145965.33,1,1,0,0.2887,1,Moderate Risk
